Scenario,Area,Year,Sex,ISOCode,Population
SSP2,Malta,2090,Female,470,170
SSP2,Malta,2095,Female,470,167.2
SSP2,Malta,2100,Female,470,165.1
SSP2,Martinique,1950,Female,474,116
SSP2,Martinique,1955,Female,474,127.7
SSP2,Martinique,1960,Female,474,143.6
SSP2,Martinique,1965,Female,474,161.2
SSP2,Martinique,1970,Female,474,165.7
SSP2,Martinique,1975,Female,474,169
SSP2,Martinique,1980,Female,474,167.7
SSP2,Martinique,1985,Female,474,175.4
SSP2,Martinique,1990,Female,474,185.4
SSP2,Martinique,1995,Female,474,192.7
SSP2,Martinique,2000,Female,474,205.2
SSP2,Martinique,2005,Female,474,212
SSP2,Martinique,2010,Female,474,212.6
SSP2,Martinique,2015,Female,474,209.8
SSP2,Martinique,2020,Female,474,208.2
SSP2,Martinique,2025,Female,474,205.5
SSP2,Martinique,2030,Female,474,202.3
SSP2,Martinique,2035,Female,474,198.8
SSP2,Martinique,2040,Female,474,194.6
SSP2,Martinique,2045,Female,474,189.2
SSP2,Martinique,2050,Female,474,182.5
SSP2,Martinique,2055,Female,474,175.2
SSP2,Martinique,2060,Female,474,167.7
SSP2,Martinique,2065,Female,474,160.8
SSP2,Martinique,2070,Female,474,154.7
SSP2,Martinique,2075,Female,474,149.7
SSP2,Martinique,2080,Female,474,145.7
SSP2,Martinique,2085,Female,474,142.6
SSP2,Martinique,2090,Female,474,140.2
SSP2,Martinique,2095,Female,474,138.1
SSP2,Martinique,2100,Female,474,136.3
SSP2,Mauritania,1950,Female,478,337.3
SSP2,Mauritania,1955,Female,478,378.9
SSP2,Mauritania,1960,Female,478,433.1
SSP2,Mauritania,1965,Female,478,499.2
SSP2,Mauritania,1970,Female,478,577
SSP2,Mauritania,1975,Female,478,667.1
SSP2,Mauritania,1980,Female,478,769.8
SSP2,Mauritania,1985,Female,478,887.9
SSP2,Mauritania,1990,Female,478,1018
SSP2,Mauritania,1995,Female,478,1167.3
SSP2,Mauritania,2000,Female,478,1355.2
SSP2,Mauritania,2005,Female,478,1562.5
SSP2,Mauritania,2010,Female,478,1797.1
SSP2,Mauritania,2015,Female,478,2076.2
SSP2,Mauritania,2020,Female,478,2332.4
SSP2,Mauritania,2025,Female,478,2580.8
SSP2,Mauritania,2030,Female,478,2819.8
SSP2,Mauritania,2035,Female,478,3048.5
SSP2,Mauritania,2040,Female,478,3265.8
SSP2,Mauritania,2045,Female,478,3469.3
SSP2,Mauritania,2050,Female,478,3656.9
SSP2,Mauritania,2055,Female,478,3825.6
SSP2,Mauritania,2060,Female,478,3972.4
SSP2,Mauritania,2065,Female,478,4097.7
SSP2,Mauritania,2070,Female,478,4200.8
SSP2,Mauritania,2075,Female,478,4282.4
SSP2,Mauritania,2080,Female,478,4342.7
SSP2,Mauritania,2085,Female,478,4380.1
SSP2,Mauritania,2090,Female,478,4395.3
SSP2,Mauritania,2095,Female,478,4390
SSP2,Mauritania,2100,Female,478,4367.4
SSP2,Mauritius,1950,Female,480,247.6
SSP2,Mauritius,1955,Female,480,286.5
SSP2,Mauritius,1960,Female,480,330.9
SSP2,Mauritius,1965,Female,480,376.6
SSP2,Mauritius,1970,Female,480,413
SSP2,Mauritius,1975,Female,480,452
SSP2,Mauritius,1980,Female,480,489.7
SSP2,Mauritius,1985,Female,480,511.6
SSP2,Mauritius,1990,Female,480,529.3
SSP2,Mauritius,1995,Female,480,566
SSP2,Mauritius,2000,Female,480,597.5
SSP2,Mauritius,2005,Female,480,616.4
SSP2,Mauritius,2010,Female,480,629.4
SSP2,Mauritius,2015,Female,480,635.8
SSP2,Mauritius,2020,Female,480,636.7
SSP2,Mauritius,2025,Female,480,636
SSP2,Mauritius,2030,Female,480,632.5
SSP2,Mauritius,2035,Female,480,625.1
SSP2,Mauritius,2040,Female,480,612.8
SSP2,Mauritius,2045,Female,480,596.2
SSP2,Mauritius,2050,Female,480,577.2
SSP2,Mauritius,2055,Female,480,557.4
SSP2,Mauritius,2060,Female,480,537.4
SSP2,Mauritius,2065,Female,480,517.3
SSP2,Mauritius,2070,Female,480,496.7
SSP2,Mauritius,2075,Female,480,475.9
SSP2,Mauritius,2080,Female,480,455.3
SSP2,Mauritius,2085,Female,480,435.2
SSP2,Mauritius,2090,Female,480,415.9
SSP2,Mauritius,2095,Female,480,397.4
SSP2,Mauritius,2100,Female,480,380
SSP2,Mayotte,1950,Female,175,6.9
SSP2,Mayotte,1955,Female,175,8.8
SSP2,Mayotte,1960,Female,175,11.2
SSP2,Mayotte,1965,Female,175,14.3
SSP2,Mayotte,1970,Female,175,17.6
SSP2,Mayotte,1975,Female,175,21.9
SSP2,Mayotte,1980,Female,175,26.7
SSP2,Mayotte,1985,Female,175,34.9
SSP2,Mayotte,1990,Female,175,46.3
SSP2,Mayotte,1995,Female,175,60.6
SSP2,Mayotte,2000,Female,175,74.3
SSP2,Mayotte,2005,Female,175,90.3
SSP2,Mayotte,2010,Female,175,106.7
SSP2,Mayotte,2015,Female,175,122.2
SSP2,Mayotte,2020,Female,175,139.2
SSP2,Mayotte,2025,Female,175,156.7
SSP2,Mayotte,2030,Female,175,174.6
SSP2,Mayotte,2035,Female,175,192.7
SSP2,Mayotte,2040,Female,175,210.5
SSP2,Mayotte,2045,Female,175,227.6
SSP2,Mayotte,2050,Female,175,243.9
SSP2,Mayotte,2055,Female,175,259.3
SSP2,Mayotte,2060,Female,175,273.8
SSP2,Mayotte,2065,Female,175,287.3
SSP2,Mayotte,2070,Female,175,299.5
SSP2,Mayotte,2075,Female,175,310.5
SSP2,Mayotte,2080,Female,175,320.1
SSP2,Mayotte,2085,Female,175,328.4
SSP2,Mayotte,2090,Female,175,335.5
SSP2,Mayotte,2095,Female,175,341.2
SSP2,Mayotte,2100,Female,175,345.6
SSP2,Mexico,1950,Female,484,14082.2
SSP2,Mexico,1955,Female,484,16374.8
SSP2,Mexico,1960,Female,484,19156.6
SSP2,Mexico,1965,Female,484,22379.4
SSP2,Mexico,1970,Female,484,26081
SSP2,Mexico,1975,Female,484,30511.8
SSP2,Mexico,1980,Female,484,34758.9
SSP2,Mexico,1985,Female,484,38832.3
SSP2,Mexico,1990,Female,484,43019.3
SSP2,Mexico,1995,Female,484,47482.8
SSP2,Mexico,2000,Female,484,51566.5
SSP2,Mexico,2005,Female,484,54918.9
SSP2,Mexico,2010,Female,484,59321.7
SSP2,Mexico,2015,Female,484,63218.4
SSP2,Mexico,2020,Female,484,66930.5
SSP2,Mexico,2025,Female,484,70302.6
SSP2,Mexico,2030,Female,484,73266.6
SSP2,Mexico,2035,Female,484,75812.3
SSP2,Mexico,2040,Female,484,77916.1
SSP2,Mexico,2045,Female,484,79564.5
SSP2,Mexico,2050,Female,484,80745.7
SSP2,Mexico,2055,Female,484,81434.9
SSP2,Mexico,2060,Female,484,81623.1
SSP2,Mexico,2065,Female,484,81331.8
SSP2,Mexico,2070,Female,484,80609.7
SSP2,Mexico,2075,Female,484,79548.9
SSP2,Mexico,2080,Female,484,78198.1
SSP2,Mexico,2085,Female,484,76609.4
SSP2,Mexico,2090,Female,484,74799
SSP2,Mexico,2095,Female,484,72793.6
SSP2,Mexico,2100,Female,484,70636.6
SSP2,Micronesia (Federated States of),1950,Female,583,15.5
SSP2,Micronesia (Federated States of),1955,Female,583,18.4
SSP2,Micronesia (Federated States of),1960,Female,583,21.6
SSP2,Micronesia (Federated States of),1965,Female,583,25.3
SSP2,Micronesia (Federated States of),1970,Female,583,29.8
SSP2,Micronesia (Federated States of),1975,Female,583,30.5
SSP2,Micronesia (Federated States of),1980,Female,583,35.7
SSP2,Micronesia (Federated States of),1985,Female,583,41.8
SSP2,Micronesia (Federated States of),1990,Female,583,47.1
SSP2,Micronesia (Federated States of),1995,Female,583,52.6
SSP2,Micronesia (Federated States of),2000,Female,583,53
SSP2,Micronesia (Federated States of),2005,Female,583,52.2
SSP2,Micronesia (Federated States of),2010,Female,583,50.7
SSP2,Micronesia (Federated States of),2015,Female,583,51
SSP2,Micronesia (Federated States of),2020,Female,583,52.8
SSP2,Micronesia (Federated States of),2025,Female,583,54.5
SSP2,Micronesia (Federated States of),2030,Female,583,55.8
SSP2,Micronesia (Federated States of),2035,Female,583,56.5
SSP2,Micronesia (Federated States of),2040,Female,583,56.5
SSP2,Micronesia (Federated States of),2045,Female,583,56
SSP2,Micronesia (Federated States of),2050,Female,583,55.3
SSP2,Micronesia (Federated States of),2055,Female,583,54.6
SSP2,Micronesia (Federated States of),2060,Female,583,53.5
SSP2,Micronesia (Federated States of),2065,Female,583,52
SSP2,Micronesia (Federated States of),2070,Female,583,49.8
SSP2,Micronesia (Federated States of),2075,Female,583,47.2
SSP2,Micronesia (Federated States of),2080,Female,583,44.3
SSP2,Micronesia (Federated States of),2085,Female,583,41.4
SSP2,Micronesia (Federated States of),2090,Female,583,38.4
SSP2,Micronesia (Federated States of),2095,Female,583,35.5
SSP2,Micronesia (Federated States of),2100,Female,583,32.6
SSP2,Mongolia,1950,Female,496,396.7
SSP2,Mongolia,1955,Female,496,434.3
SSP2,Mongolia,1960,Female,496,485.7
SSP2,Mongolia,1965,Female,496,562.2
SSP2,Mongolia,1970,Female,496,649
SSP2,Mongolia,1975,Female,496,750.4
SSP2,Mongolia,1980,Female,496,856.4
SSP2,Mongolia,1985,Female,496,973.7
SSP2,Mongolia,1990,Female,496,1105.9
SSP2,Mongolia,1995,Female,496,1159.6
SSP2,Mongolia,2000,Female,496,1201.8
SSP2,Mongolia,2005,Female,496,1269.5
SSP2,Mongolia,2010,Female,496,1366.8
SSP2,Mongolia,2015,Female,496,1502.8
SSP2,Mongolia,2020,Female,496,1614.5
SSP2,Mongolia,2025,Female,496,1705.3
SSP2,Mongolia,2030,Female,496,1777.4
SSP2,Mongolia,2035,Female,496,1836.8
SSP2,Mongolia,2040,Female,496,1888.9
SSP2,Mongolia,2045,Female,496,1936
SSP2,Mongolia,2050,Female,496,1976
SSP2,Mongolia,2055,Female,496,2002.3
SSP2,Mongolia,2060,Female,496,2011.3
SSP2,Mongolia,2065,Female,496,2006.5
SSP2,Mongolia,2070,Female,496,1992.9
SSP2,Mongolia,2075,Female,496,1974.7
SSP2,Mongolia,2080,Female,496,1953.9
SSP2,Mongolia,2085,Female,496,1930.3
SSP2,Mongolia,2090,Female,496,1901.3
SSP2,Mongolia,2095,Female,496,1866.5
SSP2,Mongolia,2100,Female,496,1823.5
SSP2,Montenegro,1950,Female,499,206.9
SSP2,Montenegro,1955,Female,499,229.9
SSP2,Montenegro,1960,Female,499,250.1
SSP2,Montenegro,1965,Female,499,271.7
SSP2,Montenegro,1970,Female,499,265.9
SSP2,Montenegro,1975,Female,499,282.8
SSP2,Montenegro,1980,Female,499,295.8
SSP2,Montenegro,1985,Female,499,311.4
SSP2,Montenegro,1990,Female,499,308.8
SSP2,Montenegro,1995,Female,499,312.3
SSP2,Montenegro,2000,Female,499,310.5
SSP2,Montenegro,2005,Female,499,313.5
SSP2,Montenegro,2010,Female,499,313.6
SSP2,Montenegro,2015,Female,499,318.4
SSP2,Montenegro,2020,Female,499,318.4
SSP2,Montenegro,2025,Female,499,317.7
SSP2,Montenegro,2030,Female,499,316.2
SSP2,Montenegro,2035,Female,499,313.9
SSP2,Montenegro,2040,Female,499,310.7
SSP2,Montenegro,2045,Female,499,306.6
SSP2,Montenegro,2050,Female,499,302.2
SSP2,Montenegro,2055,Female,499,297.6
SSP2,Montenegro,2060,Female,499,293
SSP2,Montenegro,2065,Female,499,288.1
SSP2,Montenegro,2070,Female,499,283.2
SSP2,Montenegro,2075,Female,499,278.3
SSP2,Montenegro,2080,Female,499,273.4
SSP2,Montenegro,2085,Female,499,268.7
SSP2,Montenegro,2090,Female,499,264.2
SSP2,Montenegro,2095,Female,499,260
SSP2,Montenegro,2100,Female,499,256
SSP2,Morocco,1950,Female,504,4516.5
SSP2,Morocco,1955,Female,504,5275
SSP2,Morocco,1960,Female,504,6185.6
SSP2,Morocco,1965,Female,504,7205.2
SSP2,Morocco,1970,Female,504,8088.2
SSP2,Morocco,1975,Female,504,8974.4
SSP2,Morocco,1980,Female,504,10070.8
SSP2,Morocco,1985,Female,504,11325.6
SSP2,Morocco,1990,Female,504,12490.1
SSP2,Morocco,1995,Female,504,13631
SSP2,Morocco,2000,Female,504,14583.7
SSP2,Morocco,2005,Female,504,15471
SSP2,Morocco,2010,Female,504,16435.6
SSP2,Morocco,2015,Female,504,17582.9
SSP2,Morocco,2020,Female,504,18583.6
SSP2,Morocco,2025,Female,504,19396.2
SSP2,Morocco,2030,Female,504,20048.2
SSP2,Morocco,2035,Female,504,20573.3
SSP2,Morocco,2040,Female,504,20973.5
SSP2,Morocco,2045,Female,504,21247.6
SSP2,Morocco,2050,Female,504,21386.7
SSP2,Morocco,2055,Female,504,21392.6
SSP2,Morocco,2060,Female,504,21261
SSP2,Morocco,2065,Female,504,21005.9
SSP2,Morocco,2070,Female,504,20645.3
SSP2,Morocco,2075,Female,504,20204.4
SSP2,Morocco,2080,Female,504,19708.4
SSP2,Morocco,2085,Female,504,19174.4
SSP2,Morocco,2090,Female,504,18608
SSP2,Morocco,2095,Female,504,18015.1
SSP2,Morocco,2100,Female,504,17391.7
SSP2,Mozambique,1950,Female,508,3193.8
SSP2,Mozambique,1955,Female,508,3479.7
SSP2,Mozambique,1960,Female,508,3835.7
SSP2,Mozambique,1965,Female,508,4256.4
SSP2,Mozambique,1970,Female,508,4733.5
SSP2,Mozambique,1975,Female,508,5322.4
SSP2,Mozambique,1980,Female,508,6091.1
SSP2,Mozambique,1985,Female,508,6692.8
SSP2,Mozambique,1990,Female,508,6942
SSP2,Mozambique,1995,Female,508,8278.5
SSP2,Mozambique,2000,Female,508,9459.3
SSP2,Mozambique,2005,Female,508,10866.2
SSP2,Mozambique,2010,Female,508,12459.7
SSP2,Mozambique,2015,Female,508,14348.8
SSP2,Mozambique,2020,Female,508,16241.2
SSP2,Mozambique,2025,Female,508,18101.7
SSP2,Mozambique,2030,Female,508,19910
SSP2,Mozambique,2035,Female,508,21637.7
SSP2,Mozambique,2040,Female,508,23253
SSP2,Mozambique,2045,Female,508,24742.7
SSP2,Mozambique,2050,Female,508,26093.6
SSP2,Mozambique,2055,Female,508,27296.5
SSP2,Mozambique,2060,Female,508,28346.9
SSP2,Mozambique,2065,Female,508,29240.7
SSP2,Mozambique,2070,Female,508,29958.5
SSP2,Mozambique,2075,Female,508,30488.1
SSP2,Mozambique,2080,Female,508,30818.6
SSP2,Mozambique,2085,Female,508,30948.3
SSP2,Mozambique,2090,Female,508,30894
SSP2,Mozambique,2095,Female,508,30685
SSP2,Mozambique,2100,Female,508,30337.8
SSP2,Myanmar,1950,Female,104,8698.7
SSP2,Myanmar,1955,Female,104,9709.4
SSP2,Myanmar,1960,Female,104,10894.1
SSP2,Myanmar,1965,Female,104,12152.7
SSP2,Myanmar,1970,Female,104,13702.5
SSP2,Myanmar,1975,Female,104,15445
SSP2,Myanmar,1980,Female,104,17359.3
SSP2,Myanmar,1985,Female,104,19387
SSP2,Myanmar,1990,Female,104,21167.5
SSP2,Myanmar,1995,Female,104,22568.7
SSP2,Myanmar,2000,Female,104,24170.5
SSP2,Myanmar,2005,Female,104,25382.1
SSP2,Myanmar,2010,Female,104,26294.8
SSP2,Myanmar,2015,Female,104,26810.5
SSP2,Myanmar,2020,Female,104,27802.6
SSP2,Myanmar,2025,Female,104,28585.7
SSP2,Myanmar,2030,Female,104,29150.8
SSP2,Myanmar,2035,Female,104,29462.5
SSP2,Myanmar,2040,Female,104,29512.4
SSP2,Myanmar,2045,Female,104,29343.6
SSP2,Myanmar,2050,Female,104,29001.6
SSP2,Myanmar,2055,Female,104,28533.3
SSP2,Myanmar,2060,Female,104,27973.3
SSP2,Myanmar,2065,Female,104,27331.9
SSP2,Myanmar,2070,Female,104,26610.3
SSP2,Myanmar,2075,Female,104,25811.9
SSP2,Myanmar,2080,Female,104,24870.5
SSP2,Myanmar,2085,Female,104,23888.4
SSP2,Myanmar,2090,Female,104,22894.4
SSP2,Myanmar,2095,Female,104,21924.2
SSP2,Myanmar,2100,Female,104,21009.2
SSP2,Namibia,1950,Female,516,244.3
SSP2,Namibia,1955,Female,516,271.8
SSP2,Namibia,1960,Female,516,305.1
SSP2,Namibia,1965,Female,516,345.6
SSP2,Namibia,1970,Female,516,394.9
SSP2,Namibia,1975,Female,516,458.2
SSP2,Namibia,1980,Female,516,518.9
SSP2,Namibia,1985,Female,516,591.7
SSP2,Namibia,1990,Female,516,724.9
SSP2,Namibia,1995,Female,516,844.7
SSP2,Namibia,2000,Female,516,967.2
SSP2,Namibia,2005,Female,516,1039.8
SSP2,Namibia,2010,Female,516,1130.2
SSP2,Namibia,2015,Female,516,1246.8
SSP2,Namibia,2020,Female,516,1380.3
SSP2,Namibia,2025,Female,516,1502.8
SSP2,Namibia,2030,Female,516,1613
SSP2,Namibia,2035,Female,516,1712.4
SSP2,Namibia,2040,Female,516,1802.1
SSP2,Namibia,2045,Female,516,1882.7
SSP2,Namibia,2050,Female,516,1953.1
SSP2,Namibia,2055,Female,516,2011.3
SSP2,Namibia,2060,Female,516,2056
SSP2,Namibia,2065,Female,516,2087.3
SSP2,Namibia,2070,Female,516,2105.7
SSP2,Namibia,2075,Female,516,2111.9
SSP2,Namibia,2080,Female,516,2106.7
SSP2,Namibia,2085,Female,516,2091.6
SSP2,Namibia,2090,Female,516,2066.8
SSP2,Namibia,2095,Female,516,2033.2
SSP2,Namibia,2100,Female,516,1991.5
SSP2,Nepal,1950,Female,524,4280.2
SSP2,Nepal,1955,Female,524,4684.2
SSP2,Nepal,1960,Female,524,5051.3
SSP2,Nepal,1965,Female,524,5481.5
SSP2,Nepal,1970,Female,524,6032.3
SSP2,Nepal,1975,Female,524,6675.8
SSP2,Nepal,1980,Female,524,7445.5
SSP2,Nepal,1985,Female,524,8366.7
SSP2,Nepal,1990,Female,524,9440.7
SSP2,Nepal,1995,Female,524,10591.7
SSP2,Nepal,2000,Female,524,11930.6
SSP2,Nepal,2005,Female,524,12866.5
SSP2,Nepal,2010,Female,524,13791.4
SSP2,Nepal,2015,Female,524,14755.5
SSP2,Nepal,2020,Female,524,15777.1
SSP2,Nepal,2025,Female,524,16780
SSP2,Nepal,2030,Female,524,17696.2
SSP2,Nepal,2035,Female,524,18462.9
SSP2,Nepal,2040,Female,524,19113.4
SSP2,Nepal,2045,Female,524,19698.8
SSP2,Nepal,2050,Female,524,20209.5
SSP2,Nepal,2055,Female,524,20608.1
SSP2,Nepal,2060,Female,524,20877.2
SSP2,Nepal,2065,Female,524,21015.2
SSP2,Nepal,2070,Female,524,21032.8
SSP2,Nepal,2075,Female,524,20940.5
SSP2,Nepal,2080,Female,524,20739
SSP2,Nepal,2085,Female,524,20432.5
SSP2,Nepal,2090,Female,524,20042
SSP2,Nepal,2095,Female,524,19590.2
SSP2,Nepal,2100,Female,524,19101.5
SSP2,Netherlands,1950,Female,528,5028.7
SSP2,Netherlands,1955,Female,528,5367.9
SSP2,Netherlands,1960,Female,528,5736.8
SSP2,Netherlands,1965,Female,528,6127.6
SSP2,Netherlands,1970,Female,528,6500.4
SSP2,Netherlands,1975,Female,528,6826.1
SSP2,Netherlands,1980,Female,528,7095
SSP2,Netherlands,1985,Female,528,7314.3
SSP2,Netherlands,1990,Female,528,7552.4
SSP2,Netherlands,1995,Female,528,7814.2
SSP2,Netherlands,2000,Female,528,8033
SSP2,Netherlands,2005,Female,528,8254.4
SSP2,Netherlands,2010,Female,528,8408.7
SSP2,Netherlands,2015,Female,528,8518.1
SSP2,Netherlands,2020,Female,528,8639.8
SSP2,Netherlands,2025,Female,528,8774.3
SSP2,Netherlands,2030,Female,528,8904.6
SSP2,Netherlands,2035,Female,528,9016.5
SSP2,Netherlands,2040,Female,528,9097.8
SSP2,Netherlands,2045,Female,528,9151.9
SSP2,Netherlands,2050,Female,528,9193.5
SSP2,Netherlands,2055,Female,528,9233.2
SSP2,Netherlands,2060,Female,528,9274.8
SSP2,Netherlands,2065,Female,528,9326.2
SSP2,Netherlands,2070,Female,528,9394.6
SSP2,Netherlands,2075,Female,528,9480.4
SSP2,Netherlands,2080,Female,528,9577.4
SSP2,Netherlands,2085,Female,528,9673.4
SSP2,Netherlands,2090,Female,528,9762.5
SSP2,Netherlands,2095,Female,528,9846.7
SSP2,Netherlands,2100,Female,528,9930
SSP2,New Caledonia,1950,Female,540,30.7
SSP2,New Caledonia,1955,Female,540,32.1
SSP2,New Caledonia,1960,Female,540,36.9
SSP2,New Caledonia,1965,Female,540,43.2
SSP2,New Caledonia,1970,Female,540,50.3
SSP2,New Caledonia,1975,Female,540,62.4
SSP2,New Caledonia,1980,Female,540,70.2
SSP2,New Caledonia,1985,Female,540,76.1
SSP2,New Caledonia,1990,Female,540,82.7
SSP2,New Caledonia,1995,Female,540,92.7
SSP2,New Caledonia,2000,Female,540,104.4
SSP2,New Caledonia,2005,Female,540,115
SSP2,New Caledonia,2010,Female,540,122.7
SSP2,New Caledonia,2015,Female,540,133.3
SSP2,New Caledonia,2020,Female,540,140.8
SSP2,New Caledonia,2025,Female,540,148.1
SSP2,New Caledonia,2030,Female,540,154.9
SSP2,New Caledonia,2035,Female,540,161.2
SSP2,New Caledonia,2040,Female,540,166.9
SSP2,New Caledonia,2045,Female,540,172
SSP2,New Caledonia,2050,Female,540,176.5
SSP2,New Caledonia,2055,Female,540,180.6
SSP2,New Caledonia,2060,Female,540,184.2
SSP2,New Caledonia,2065,Female,540,187.4
SSP2,New Caledonia,2070,Female,540,190.4
SSP2,New Caledonia,2075,Female,540,193.3
SSP2,New Caledonia,2080,Female,540,195.9
SSP2,New Caledonia,2085,Female,540,198.2
SSP2,New Caledonia,2090,Female,540,200.1
SSP2,New Caledonia,2095,Female,540,201.8
SSP2,New Caledonia,2100,Female,540,203.2
SSP2,New Zealand,1950,Female,554,949
SSP2,New Zealand,1955,Female,554,1060.8
SSP2,New Zealand,1960,Female,554,1179.9
SSP2,New Zealand,1965,Female,554,1308.9
SSP2,New Zealand,1970,Female,554,1409.7
SSP2,New Zealand,1975,Female,554,1544.4
SSP2,New Zealand,1980,Female,554,1582.9
SSP2,New Zealand,1985,Female,554,1649.6
SSP2,New Zealand,1990,Female,554,1725.1
SSP2,New Zealand,1995,Female,554,1863.5
SSP2,New Zealand,2000,Female,554,1964.4
SSP2,New Zealand,2005,Female,554,2109.5
SSP2,New Zealand,2010,Female,554,2224.2
SSP2,New Zealand,2015,Female,554,2345.6
SSP2,New Zealand,2020,Female,554,2437.8
SSP2,New Zealand,2025,Female,554,2531.3
SSP2,New Zealand,2030,Female,554,2620.9
SSP2,New Zealand,2035,Female,554,2702.5
SSP2,New Zealand,2040,Female,554,2775.8
SSP2,New Zealand,2045,Female,554,2841.6
SSP2,New Zealand,2050,Female,554,2901.8
SSP2,New Zealand,2055,Female,554,2957.2
SSP2,New Zealand,2060,Female,554,3009.4
SSP2,New Zealand,2065,Female,554,3061.8
SSP2,New Zealand,2070,Female,554,3116.8
SSP2,New Zealand,2075,Female,554,3174.6
SSP2,New Zealand,2080,Female,554,3233
SSP2,New Zealand,2085,Female,554,3286.6
SSP2,New Zealand,2090,Female,554,3334
SSP2,New Zealand,2095,Female,554,3377.6
SSP2,New Zealand,2100,Female,554,3421.1
SSP2,Nicaragua,1950,Female,558,651.1
SSP2,Nicaragua,1955,Female,558,757.2
SSP2,Nicaragua,1960,Female,558,889
SSP2,Nicaragua,1965,Female,558,1031.6
SSP2,Nicaragua,1970,Female,558,1198.9
SSP2,Nicaragua,1975,Female,558,1395.1
SSP2,Nicaragua,1980,Female,558,1623.2
SSP2,Nicaragua,1985,Female,558,1860.2
SSP2,Nicaragua,1990,Female,558,2089.2
SSP2,Nicaragua,1995,Female,558,2327.7
SSP2,Nicaragua,2000,Female,558,2539.7
SSP2,Nicaragua,2005,Female,558,2723.9
SSP2,Nicaragua,2010,Female,558,2910.3
SSP2,Nicaragua,2015,Female,558,3084.4
SSP2,Nicaragua,2020,Female,558,3272.1
SSP2,Nicaragua,2025,Female,558,3435.8
SSP2,Nicaragua,2030,Female,558,3575.3
SSP2,Nicaragua,2035,Female,558,3689.7
SSP2,Nicaragua,2040,Female,558,3779.3
SSP2,Nicaragua,2045,Female,558,3841.8
SSP2,Nicaragua,2050,Female,558,3876.4
SSP2,Nicaragua,2055,Female,558,3883.1
SSP2,Nicaragua,2060,Female,558,3863.6
SSP2,Nicaragua,2065,Female,558,3818.1
SSP2,Nicaragua,2070,Female,558,3748.2
SSP2,Nicaragua,2075,Female,558,3656.3
SSP2,Nicaragua,2080,Female,558,3545.8
SSP2,Nicaragua,2085,Female,558,3420.7
SSP2,Nicaragua,2090,Female,558,3284.3
SSP2,Nicaragua,2095,Female,558,3141.1
SSP2,Nicaragua,2100,Female,558,2993.1
SSP2,Niger,1950,Female,562,1404.3
SSP2,Niger,1955,Female,562,1585.2
SSP2,Niger,1960,Female,562,1792.3
SSP2,Niger,1965,Female,562,2042.7
SSP2,Niger,1970,Female,562,2326.8
SSP2,Niger,1975,Female,562,2650.2
SSP2,Niger,1980,Female,562,3038.5
SSP2,Niger,1985,Female,562,3513.6
SSP2,Niger,1990,Female,562,4080.4
SSP2,Niger,1995,Female,562,4788.2
SSP2,Niger,2000,Female,562,5661.7
SSP2,Niger,2005,Female,562,6760.4
SSP2,Niger,2010,Female,562,8130.7
SSP2,Niger,2015,Female,562,9928.1
SSP2,Niger,2020,Female,562,11872.8
SSP2,Niger,2025,Female,562,14076.7
SSP2,Niger,2030,Female,562,16573.3
SSP2,Niger,2035,Female,562,19372.9
SSP2,Niger,2040,Female,562,22434.1
SSP2,Niger,2045,Female,562,25697.7
SSP2,Niger,2050,Female,562,29094.8
SSP2,Niger,2055,Female,562,32548
SSP2,Niger,2060,Female,562,35996.8
SSP2,Niger,2065,Female,562,39374.1
SSP2,Niger,2070,Female,562,42630
SSP2,Niger,2075,Female,562,45718.9
SSP2,Niger,2080,Female,562,48597.9
SSP2,Niger,2085,Female,562,51224.9
SSP2,Niger,2090,Female,562,53568.6
SSP2,Niger,2095,Female,562,55600.2
SSP2,Niger,2100,Female,562,57290.7
SSP2,Nigeria,1950,Female,566,18973.4
SSP2,Nigeria,1955,Female,566,20588
SSP2,Nigeria,1960,Female,566,22607.6
SSP2,Nigeria,1965,Female,566,25084.6
SSP2,Nigeria,1970,Female,566,27987.8
SSP2,Nigeria,1975,Female,566,31640.4
SSP2,Nigeria,1980,Female,566,36531.8
SSP2,Nigeria,1985,Female,566,41591.6
SSP2,Nigeria,1990,Female,566,47341.1
SSP2,Nigeria,1995,Female,566,53631.8
SSP2,Nigeria,2000,Female,566,60667.1
SSP2,Nigeria,2005,Female,566,68779.5
SSP2,Nigeria,2010,Female,566,78374.1
SSP2,Nigeria,2015,Female,566,89413
SSP2,Nigeria,2020,Female,566,101203.3
SSP2,Nigeria,2025,Female,566,113696.4
SSP2,Nigeria,2030,Female,566,127145.6
SSP2,Nigeria,2035,Female,566,141644.3
SSP2,Nigeria,2040,Female,566,156968.4
SSP2,Nigeria,2045,Female,566,172661.3
SSP2,Nigeria,2050,Female,566,188330.7
SSP2,Nigeria,2055,Female,566,203640.4
SSP2,Nigeria,2060,Female,566,218351.4
SSP2,Nigeria,2065,Female,566,232322.7
SSP2,Nigeria,2070,Female,566,245414.5
SSP2,Nigeria,2075,Female,566,257512.4
SSP2,Nigeria,2080,Female,566,268515.9
SSP2,Nigeria,2085,Female,566,278331.4
SSP2,Nigeria,2090,Female,566,286892.1
SSP2,Nigeria,2095,Female,566,294370.6
SSP2,Nigeria,2100,Female,566,300715.4
SSP2,Norway,1950,Female,578,1647.3
SSP2,Norway,1955,Female,578,1723.4
SSP2,Norway,1960,Female,578,1797.7
