"e0","year","isono","sexno","ageno","eduno"
56.6,2070,140,1,0,0
90,2070,144,2,0,0
84.1,2070,144,1,0,0
61.2,2070,148,2,0,0
56.4,2070,148,1,0,0
94.7,2070,152,2,0,0
89.2,2070,152,1,0,0
88.3,2070,156,2,0,0
84.5,2070,156,1,0,0
89.7,2070,158,2,0,0
85.8,2070,158,1,0,0
90,2070,170,2,0,0
83.3,2070,170,1,0,0
66.8,2070,174,2,0,0
62.4,2070,174,1,0,0
88.6,2070,175,2,0,0
82.1,2070,175,1,0,0
68.1,2070,178,2,0,0
63.6,2070,178,1,0,0
62.2,2070,180,2,0,0
57.7,2070,180,1,0,0
93.5,2070,188,2,0,0
87.9,2070,188,1,0,0
92.6,2070,191,2,0,0
86.9,2070,191,1,0,0
93.5,2070,192,2,0,0
88.4,2070,192,1,0,0
94.5,2070,196,2,0,0
90.2,2070,196,1,0,0
93.3,2070,203,2,0,0
87.3,2070,203,1,0,0
67.6,2070,204,2,0,0
62.9,2070,204,1,0,0
93.8,2070,208,2,0,0
89.2,2070,208,1,0,0
88.6,2070,214,2,0,0
82.9,2070,214,1,0,0
91,2070,218,2,0,0
85.7,2070,218,1,0,0
89.5,2070,222,2,0,0
80.5,2070,222,1,0,0
63.7,2070,226,2,0,0
59.4,2070,226,1,0,0
69.9,2070,231,2,0,0
65.2,2070,231,1,0,0
70.6,2070,232,2,0,0
65.7,2070,232,1,0,0
91.8,2070,233,2,0,0
83.8,2070,233,1,0,0
65.1,2070,24,2,0,0
59.7,2070,24,1,0,0
85,2070,242,2,0,0
79.4,2070,242,1,0,0
95.9,2070,246,2,0,0
90.2,2070,246,1,0,0
97.5,2070,250,2,0,0
91.6,2070,250,1,0,0
87.3,2070,254,2,0,0
81.3,2070,254,1,0,0
89.8,2070,258,2,0,0
84.6,2070,258,1,0,0
67.8,2070,262,2,0,0
63.1,2070,262,1,0,0
70.7,2070,266,2,0,0
66.6,2070,266,1,0,0
89.4,2070,268,2,0,0
82.9,2070,268,1,0,0
67.7,2070,270,2,0,0
63.1,2070,270,1,0,0
81.3,2070,275,2,0,0
77.3,2070,275,1,0,0
95.4,2070,276,2,0,0
90.9,2070,276,1,0,0
85.5,2070,28,2,0,0
82.7,2070,28,1,0,0
70.3,2070,288,2,0,0
66.8,2070,288,1,0,0
71.1,2070,296,2,0,0
62.8,2070,296,1,0,0
95.8,2070,300,2,0,0
90.9,2070,300,1,0,0
88.7,2070,308,2,0,0
84.2,2070,308,1,0,0
85.6,2070,31,2,0,0
80.1,2070,31,1,0,0
96.1,2070,312,2,0,0
90.2,2070,312,1,0,0
91.8,2070,316,2,0,0
87,2070,316,1,0,0
92,2070,32,2,0,0
84.7,2070,32,1,0,0
80.1,2070,320,2,0,0
73.5,2070,320,1,0,0
66,2070,324,2,0,0
62,2070,324,1,0,0
82.4,2070,328,2,0,0
77.3,2070,328,1,0,0
69,2070,332,2,0,0
64.5,2070,332,1,0,0
81.4,2070,340,2,0,0
76.1,2070,340,1,0,0
97.9,2070,344,2,0,0
91.8,2070,344,1,0,0
90.5,2070,348,2,0,0
83.3,2070,348,1,0,0
96.2,2070,352,2,0,0
92.7,2070,352,1,0,0
81,2070,356,2,0,0
77.2,2070,356,1,0,0
96.8,2070,36,2,0,0
92.7,2070,36,1,0,0
83.1,2070,360,2,0,0
78.6,2070,360,1,0,0
91,2070,364,2,0,0
87.3,2070,364,1,0,0
79.8,2070,368,2,0,0
74.7,2070,368,1,0,0
94.9,2070,372,2,0,0
90.2,2070,372,1,0,0
95.6,2070,376,2,0,0
90.9,2070,376,1,0,0
97.2,2070,380,2,0,0
92.1,2070,380,1,0,0
64.4,2070,384,2,0,0
59.9,2070,384,1,0,0
89.1,2070,388,2,0,0
84.6,2070,388,1,0,0
98.8,2070,392,2,0,0
91.9,2070,392,1,0,0
85.9,2070,398,2,0,0
78.4,2070,398,1,0,0
64.8,2070,4,2,0,0
61.1,2070,4,1,0,0
95.9,2070,40,2,0,0
91.1,2070,40,1,0,0
81.6,2070,400,2,0,0
77.6,2070,400,1,0,0
68.6,2070,404,2,0,0
63.9,2070,404,1,0,0
86.6,2070,408,2,0,0
79.3,2070,408,1,0,0
95.8,2070,410,2,0,0
89.5,2070,410,1,0,0
88.6,2070,414,2,0,0
85.6,2070,414,1,0,0
85.2,2070,417,2,0,0
78.8,2070,417,1,0,0
71.9,2070,418,2,0,0
67.5,2070,418,1,0,0
89,2070,422,2,0,0
84.7,2070,422,1,0,0
59,2070,426,2,0,0
54.5,2070,426,1,0,0
90.6,2070,428,2,0,0
82.7,2070,428,1,0,0
67.2,2070,430,2,0,0
63.3,2070,430,1,0,0
89.5,2070,434,2,0,0
84.2,2070,434,1,0,0
90.1,2070,44,2,0,0
84.1,2070,44,1,0,0
91.1,2070,440,2,0,0
82.6,2070,440,1,0,0
95.4,2070,442,2,0,0
90.8,2070,442,1,0,0
96.6,2070,446,2,0,0
91.3,2070,446,1,0,0
74.6,2070,450,2,0,0
70.5,2070,450,1,0,0
66.8,2070,454,2,0,0
62.4,2070,454,1,0,0
89.5,2070,458,2,0,0
85,2070,458,1,0,0
95.3,2070,462,2,0,0
91.6,2070,462,1,0,0
64.2,2070,466,2,0,0
60.5,2070,466,1,0,0
94.3,2070,470,2,0,0
90,2070,470,1,0,0
95.6,2070,474,2,0,0
89.5,2070,474,1,0,0
70.7,2070,478,2,0,0
66.1,2070,478,1,0,0
89.4,2070,48,2,0,0
86.9,2070,48,1,0,0
89.9,2070,480,2,0,0
83.9,2070,480,1,0,0
91.6,2070,484,2,0,0
86.8,2070,484,1,0,0
82.9,2070,496,2,0,0
76,2070,496,1,0,0
86.1,2070,498,2,0,0
79.5,2070,498,1,0,0
91.6,2070,499,2,0,0
86.6,2070,499,1,0,0
85.3,2070,50,2,0,0
81.4,2070,50,1,0,0
86.9,2070,504,2,0,0
82.7,2070,504,1,0,0
63.3,2070,508,2,0,0
58.8,2070,508,1,0,0
88.6,2070,51,2,0,0
82.9,2070,51,1,0,0
90.4,2070,512,2,0,0
85.7,2070,512,1,0,0
68.5,2070,516,2,0,0
64,2070,516,1,0,0
92.2,2070,52,2,0,0
86.6,2070,52,1,0,0
78.9,2070,524,2,0,0
74.9,2070,524,1,0,0
95.5,2070,528,2,0,0
91.5,2070,528,1,0,0
87.8,2070,531,2,0,0
84.2,2070,531,1,0,0
90.6,2070,533,2,0,0
85.9,2070,533,1,0,0
91,2070,540,2,0,0
85.2,2070,540,1,0,0
78.3,2070,548,2,0,0
73.5,2070,548,1,0,0
95.3,2070,554,2,0,0
91.5,2070,554,1,0,0
88.3,2070,558,2,0,0
82.5,2070,558,1,0,0
95.6,2070,56,2,0,0
90.3,2070,56,1,0,0
64.7,2070,562,2,0,0
61,2070,562,1,0,0
61.3,2070,566,2,0,0
57.5,2070,566,1,0,0
95.9,2070,578,2,0,0
91.7,2070,578,1,0,0
75.7,2070,583,2,0,0
72,2070,583,1,0,0
72.2,2070,586,2,0,0
68.4,2070,586,1,0,0
92,2070,591,2,0,0
86.1,2070,591,1,0,0
70.2,2070,598,2,0,0
65.3,2070,598,1,0,0
80.3,2070,600,2,0,0
75.8,2070,600,1,0,0
88.5,2070,604,2,0,0
82.7,2070,604,1,0,0
78.1,2070,608,2,0,0
72,2070,608,1,0,0
92.6,2070,616,2,0,0
85.5,2070,616,1,0,0
95.3,2070,620,2,0,0
89.6,2070,620,1,0,0
61.9,2070,624,2,0,0
56.9,2070,624,1,0,0
69.8,2070,626,2,0,0
65,2070,626,1,0,0
95.6,2070,630,2,0,0
88.5,2070,630,1,0,0
91,2070,634,2,0,0
89.3,2070,634,1,0,0
94.2,2070,638,2,0,0
87.8,2070,638,1,0,0
85,2070,64,2,0,0
81.3,2070,64,1,0,0
90,2070,642,2,0,0
83.8,2070,642,1,0,0
87.5,2070,643,2,0,0
79,2070,643,1,0,0
68.2,2070,646,2,0,0
63.4,2070,646,1,0,0
89.6,2070,662,2,0,0
84,2070,662,1,0,0
87.8,2070,670,2,0,0
83.4,2070,670,1,0,0
71.5,2070,678,2,0,0
66.7,2070,678,1,0,0
74.8,2070,68,2,0,0
70.1,2070,68,1,0,0
81.9,2070,682,2,0,0
78.4,2070,682,1,0,0
72.4,2070,686,2,0,0
68,2070,686,1,0,0
89.6,2070,688,2,0,0
84.7,2070,688,1,0,0
85.1,2070,690,2,0,0
79.4,2070,690,1,0,0
59.7,2070,694,2,0,0
56,2070,694,1,0,0
90.9,2070,70,2,0,0
86,2070,70,1,0,0
95.5,2070,702,2,0,0
90.8,2070,702,1,0,0
91.7,2070,703,2,0,0
85.3,2070,703,1,0,0
91.2,2070,704,2,0,0
85.3,2070,704,1,0,0
94.7,2070,705,2,0,0
88.5,2070,705,1,0,0
62.9,2070,706,2,0,0
58.2,2070,706,1,0,0
73.4,2070,710,2,0,0
67.9,2070,710,1,0,0
66.2,2070,716,2,0,0
61.8,2070,716,1,0,0
73.2,2070,72,2,0,0
69,2070,72,1,0,0
97.4,2070,724,2,0,0
91.9,2070,724,1,0,0
66.6,2070,728,2,0,0
61,2070,728,1,0,0
67,2070,729,2,0,0
60.2,2070,729,1,0,0
81.1,2070,732,2,0,0
76.8,2070,732,1,0,0
86.5,2070,740,2,0,0
80.9,2070,740,1,0,0
62.3,2070,748,2,0,0
57.5,2070,748,1,0,0
96,2070,752,2,0,0
92.2,2070,752,1,0,0
97.3,2070,756,2,0,0
93.1,2070,756,1,0,0
90.1,2070,76,2,0,0
83.6,2070,76,1,0,0
83.4,2070,760,2,0,0
76.8,2070,760,1,0,0
77.1,2070,762,2,0,0
71.7,2070,762,1,0,0
85.8,2070,764,2,0,0
79.4,2070,764,1,0,0
67.4,2070,768,2,0,0
63.4,2070,768,1,0,0
81.7,2070,776,2,0,0
76.5,2070,776,1,0,0
87,2070,780,2,0,0
80.9,2070,780,1,0,0
90.4,2070,784,2,0,0
87.6,2070,784,1,0,0
88.5,2070,788,2,0,0
84,2070,788,1,0,0
88.2,2070,792,2,0,0
83,2070,792,1,0,0
82.3,2070,795,2,0,0
76.2,2070,795,1,0,0
92.3,2070,8,2,0,0
87.1,2070,8,1,0,0
64.9,2070,800,2,0,0
60.2,2070,800,1,0,0
87.3,2070,804,2,0,0
79.5,2070,804,1,0,0
89.5,2070,807,2,0,0
85.2,2070,807,1,0,0
85.8,2070,818,2,0,0
81.3,2070,818,1,0,0
94.9,2070,826,2,0,0
90.7,2070,826,1,0,0
94.7,2070,830,2,0,0
91.1,2070,830,1,0,0
69.7,2070,834,2,0,0
65.5,2070,834,1,0,0
82.5,2070,84,2,0,0
78.4,2070,84,1,0,0
93.3,2070,840,2,0,0
88.2,2070,840,1,0,0
95.1,2070,850,2,0,0
89.7,2070,850,1,0,0
66.4,2070,854,2,0,0
62.6,2070,854,1,0,0
92.9,2070,858,2,0,0
86.4,2070,858,1,0,0
84.7,2070,860,2,0,0
79.5,2070,860,1,0,0
90.4,2070,862,2,0,0
83.9,2070,862,1,0,0
82.2,2070,882,2,0,0
76.4,2070,882,1,0,0
71,2070,887,2,0,0
66.2,2070,887,1,0,0
63.7,2070,894,2,0,0
58.7,2070,894,1,0,0
72.6,2070,90,2,0,0
68.2,2070,90,1,0,0
92.8,2070,96,2,0,0
88.6,2070,96,1,0,0
90.7,2075,100,2,0,0
84.5,2075,100,1,0,0
78.9,2075,104,2,0,0
73.9,2075,104,1,0,0
63,2075,108,2,0,0
60,2075,108,1,0,0
90.2,2075,112,2,0,0
82.1,2075,112,1,0,0
81.6,2075,116,2,0,0
76.7,2075,116,1,0,0
88.8,2075,12,2,0,0
85.1,2075,12,1,0,0
63.8,2075,120,2,0,0
59.5,2075,120,1,0,0
97.4,2075,124,2,0,0
92.7,2075,124,1,0,0
90,2075,132,2,0,0
84.6,2075,132,1,0,0
62.5,2075,140,2,0,0
57.2,2075,140,1,0,0
91,2075,144,2,0,0
85.2,2075,144,1,0,0
61.8,2075,148,2,0,0
56.9,2075,148,1,0,0
95.9,2075,152,2,0,0
90.2,2075,152,1,0,0
89.2,2075,156,2,0,0
85.3,2075,156,1,0,0
90.3,2075,158,2,0,0
86.3,2075,158,1,0,0
91.1,2075,170,2,0,0
84.4,2075,170,1,0,0
67,2075,174,2,0,0
62.5,2075,174,1,0,0
89,2075,175,2,0,0
82.6,2075,175,1,0,0
68.3,2075,178,2,0,0
63.7,2075,178,1,0,0
62.4,2075,180,2,0,0
57.7,2075,180,1,0,0
94.5,2075,188,2,0,0
88.8,2075,188,1,0,0
93.6,2075,191,2,0,0
88,2075,191,1,0,0
94.5,2075,192,2,0,0
89.3,2075,192,1,0,0
95.5,2075,196,2,0,0
91.2,2075,196,1,0,0
94.3,2075,203,2,0,0
88.3,2075,203,1,0,0
68,2075,204,2,0,0
63.2,2075,204,1,0,0
94.7,2075,208,2,0,0
90.1,2075,208,1,0,0
89.6,2075,214,2,0,0
84,2075,214,1,0,0
92.1,2075,218,2,0,0
86.8,2075,218,1,0,0
90.5,2075,222,2,0,0
81.5,2075,222,1,0,0
64.1,2075,226,2,0,0
59.7,2075,226,1,0,0
70,2075,231,2,0,0
65.3,2075,231,1,0,0
70.9,2075,232,2,0,0
65.9,2075,232,1,0,0
92.6,2075,233,2,0,0
84.7,2075,233,1,0,0
65.1,2075,24,2,0,0
59.8,2075,24,1,0,0
86,2075,242,2,0,0
80.5,2075,242,1,0,0
96.9,2075,246,2,0,0
91.3,2075,246,1,0,0
98.6,2075,250,2,0,0
92.6,2075,250,1,0,0
87.7,2075,254,2,0,0
81.6,2075,254,1,0,0
90.7,2075,258,2,0,0
85.5,2075,258,1,0,0
68.1,2075,262,2,0,0
63.3,2075,262,1,0,0
71,2075,266,2,0,0
66.8,2075,266,1,0,0
90.5,2075,268,2,0,0
84.1,2075,268,1,0,0
68.1,2075,270,2,0,0
63.4,2075,270,1,0,0
81.9,2075,275,2,0,0
77.9,2075,275,1,0,0
96.5,2075,276,2,0,0
91.9,2075,276,1,0,0
86,2075,28,2,0,0
83.3,2075,28,1,0,0
70.9,2075,288,2,0,0
67.3,2075,288,1,0,0
71.1,2075,296,2,0,0
62.9,2075,296,1,0,0
96.8,2075,300,2,0,0
91.9,2075,300,1,0,0
89.8,2075,308,2,0,0
85.4,2075,308,1,0,0
86.5,2075,31,2,0,0
81.2,2075,31,1,0,0
97,2075,312,2,0,0
91.3,2075,312,1,0,0
92.6,2075,316,2,0,0
87.8,2075,316,1,0,0
93,2075,32,2,0,0
85.7,2075,32,1,0,0
80.4,2075,320,2,0,0
73.8,2075,320,1,0,0
66.4,2075,324,2,0,0
62.2,2075,324,1,0,0
83.7,2075,328,2,0,0
78.5,2075,328,1,0,0
69.4,2075,332,2,0,0
64.9,2075,332,1,0,0
81.9,2075,340,2,0,0
76.5,2075,340,1,0,0
98.9,2075,344,2,0,0
92.7,2075,344,1,0,0
91.5,2075,348,2,0,0
84.2,2075,348,1,0,0
97.3,2075,352,2,0,0
93.7,2075,352,1,0,0
82,2075,356,2,0,0
78.1,2075,356,1,0,0
97.9,2075,36,2,0,0
93.6,2075,36,1,0,0
84.2,2075,360,2,0,0
79.6,2075,360,1,0,0
92.2,2075,364,2,0,0
88.3,2075,364,1,0,0
80.5,2075,368,2,0,0
75.3,2075,368,1,0,0
95.8,2075,372,2,0,0
91.1,2075,372,1,0,0
96.6,2075,376,2,0,0
91.8,2075,376,1,0,0
98.2,2075,380,2,0,0
93.1,2075,380,1,0,0
65.2,2075,384,2,0,0
60.6,2075,384,1,0,0
90,2075,388,2,0,0
85.6,2075,388,1,0,0
99.9,2075,392,2,0,0
92.9,2075,392,1,0,0
86.9,2075,398,2,0,0
79.6,2075,398,1,0,0
64.6,2075,4,2,0,0
60.9,2075,4,1,0,0
96.9,2075,40,2,0,0
92.1,2075,40,1,0,0
82,2075,400,2,0,0
78.1,2075,400,1,0,0
68.6,2075,404,2,0,0
63.9,2075,404,1,0,0
87.6,2075,408,2,0,0
80.3,2075,408,1,0,0
96.8,2075,410,2,0,0
90.3,2075,410,1,0,0
89.7,2075,414,2,0,0
86.6,2075,414,1,0,0
86.2,2075,417,2,0,0
79.9,2075,417,1,0,0
72.3,2075,418,2,0,0
67.8,2075,418,1,0,0
89.6,2075,422,2,0,0
85.2,2075,422,1,0,0
59.3,2075,426,2,0,0
54.8,2075,426,1,0,0
91.6,2075,428,2,0,0
83.9,2075,428,1,0,0
67.6,2075,430,2,0,0
63.5,2075,430,1,0,0
90.8,2075,434,2,0,0
85.5,2075,434,1,0,0
91.1,2075,44,2,0,0
85.1,2075,44,1,0,0
92,2075,440,2,0,0
83.8,2075,440,1,0,0
96.4,2075,442,2,0,0
91.7,2075,442,1,0,0
97.5,2075,446,2,0,0
92.2,2075,446,1,0,0
75.2,2075,450,2,0,0
71.1,2075,450,1,0,0
66.9,2075,454,2,0,0
62.6,2075,454,1,0,0
90.6,2075,458,2,0,0
86,2075,458,1,0,0
96.8,2075,462,2,0,0
92.9,2075,462,1,0,0
64.7,2075,466,2,0,0
60.6,2075,466,1,0,0
95.4,2075,470,2,0,0
91,2075,470,1,0,0
96.5,2075,474,2,0,0
90.4,2075,474,1,0,0
71.3,2075,478,2,0,0
66.5,2075,478,1,0,0
90.4,2075,48,2,0,0
87.8,2075,48,1,0,0
90.9,2075,480,2,0,0
85,2075,480,1,0,0
92.7,2075,484,2,0,0
87.8,2075,484,1,0,0
83.7,2075,496,2,0,0
77,2075,496,1,0,0
87,2075,498,2,0,0
80.6,2075,498,1,0,0
92.6,2075,499,2,0,0
87.7,2075,499,1,0,0
86.2,2075,50,2,0,0
82.2,2075,50,1,0,0
87.7,2075,504,2,0,0
83.3,2075,504,1,0,0
63.5,2075,508,2,0,0
58.9,2075,508,1,0,0
89.6,2075,51,2,0,0
83.9,2075,51,1,0,0
91.3,2075,512,2,0,0
86.6,2075,512,1,0,0
68.6,2075,516,2,0,0
64.3,2075,516,1,0,0
93.4,2075,52,2,0,0
87.7,2075,52,1,0,0
79.5,2075,524,2,0,0
75.4,2075,524,1,0,0
96.6,2075,528,2,0,0
92.5,2075,528,1,0,0
88.3,2075,531,2,0,0
84.7,2075,531,1,0,0
91.7,2075,533,2,0,0
87,2075,533,1,0,0
91.9,2075,540,2,0,0
86.1,2075,540,1,0,0
78.7,2075,548,2,0,0
73.8,2075,548,1,0,0
96.3,2075,554,2,0,0
92.5,2075,554,1,0,0
89.2,2075,558,2,0,0
83.4,2075,558,1,0,0
96.7,2075,56,2,0,0
91.3,2075,56,1,0,0
64.9,2075,562,2,0,0
61.1,2075,562,1,0,0
62.1,2075,566,2,0,0
58.1,2075,566,1,0,0
97,2075,578,2,0,0
92.6,2075,578,1,0,0
76.2,2075,583,2,0,0
72.5,2075,583,1,0,0
72.7,2075,586,2,0,0
68.8,2075,586,1,0,0
93,2075,591,2,0,0
87,2075,591,1,0,0
70.5,2075,598,2,0,0
65.6,2075,598,1,0,0
80.8,2075,600,2,0,0
76.3,2075,600,1,0,0
89.5,2075,604,2,0,0
83.6,2075,604,1,0,0
78.7,2075,608,2,0,0
72.7,2075,608,1,0,0
93.5,2075,616,2,0,0
86.5,2075,616,1,0,0
96.3,2075,620,2,0,0
90.5,2075,620,1,0,0
62.2,2075,624,2,0,0
57,2075,624,1,0,0
69.7,2075,626,2,0,0
64.9,2075,626,1,0,0
96.6,2075,630,2,0,0
89.6,2075,630,1,0,0
92,2075,634,2,0,0
90.3,2075,634,1,0,0
95.1,2075,638,2,0,0
88.7,2075,638,1,0,0
86.3,2075,64,2,0,0
82.3,2075,64,1,0,0
91,2075,642,2,0,0
84.8,2075,642,1,0,0
88.4,2075,643,2,0,0
80.3,2075,643,1,0,0
68,2075,646,2,0,0
63.1,2075,646,1,0,0
90.5,2075,662,2,0,0
84.9,2075,662,1,0,0
88.9,2075,670,2,0,0
84.5,2075,670,1,0,0
71.7,2075,678,2,0,0
66.9,2075,678,1,0,0
75.1,2075,68,2,0,0
70.4,2075,68,1,0,0
82.4,2075,682,2,0,0
78.9,2075,682,1,0,0
72.7,2075,686,2,0,0
68.2,2075,686,1,0,0
90.6,2075,688,2,0,0
85.8,2075,688,1,0,0
85.6,2075,690,2,0,0
80.1,2075,690,1,0,0
60.4,2075,694,2,0,0
56.5,2075,694,1,0,0
91.9,2075,70,2,0,0
87.1,2075,70,1,0,0
96.4,2075,702,2,0,0
91.7,2075,702,1,0,0
92.7,2075,703,2,0,0
86.4,2075,703,1,0,0
92.2,2075,704,2,0,0
86.5,2075,704,1,0,0
95.7,2075,705,2,0,0
89.4,2075,705,1,0,0
63.3,2075,706,2,0,0
58.5,2075,706,1,0,0
74,2075,710,2,0,0
68.6,2075,710,1,0,0
66.6,2075,716,2,0,0
62.1,2075,716,1,0,0
73.5,2075,72,2,0,0
69.4,2075,72,1,0,0
98.5,2075,724,2,0,0
92.9,2075,724,1,0,0
66.6,2075,728,2,0,0
60.8,2075,728,1,0,0
67,2075,729,2,0,0
60,2075,729,1,0,0
81.6,2075,732,2,0,0
77.5,2075,732,1,0,0
87.6,2075,740,2,0,0
82,2075,740,1,0,0
62.6,2075,748,2,0,0
57.9,2075,748,1,0,0
97.1,2075,752,2,0,0
93.2,2075,752,1,0,0
98.4,2075,756,2,0,0
94.1,2075,756,1,0,0
91.1,2075,76,2,0,0
84.6,2075,76,1,0,0
83.9,2075,760,2,0,0
77.8,2075,760,1,0,0
77.4,2075,762,2,0,0
72.1,2075,762,1,0,0
86.4,2075,764,2,0,0
80.1,2075,764,1,0,0
68,2075,768,2,0,0
63.7,2075,768,1,0,0
82.2,2075,776,2,0,0
77.1,2075,776,1,0,0
88.1,2075,780,2,0,0
82.2,2075,780,1,0,0
91.4,2075,784,2,0,0
88.6,2075,784,1,0,0
89.4,2075,788,2,0,0
84.9,2075,788,1,0,0
89,2075,792,2,0,0
83.9,2075,792,1,0,0
83.3,2075,795,2,0,0
77.3,2075,795,1,0,0
93.3,2075,8,2,0,0
88.1,2075,8,1,0,0
65.2,2075,800,2,0,0
60.5,2075,800,1,0,0
88.2,2075,804,2,0,0
80.6,2075,804,1,0,0
90.5,2075,807,2,0,0
86.3,2075,807,1,0,0
86.9,2075,818,2,0,0
82.3,2075,818,1,0,0
95.9,2075,826,2,0,0
91.7,2075,826,1,0,0
95.7,2075,830,2,0,0
92.1,2075,830,1,0,0
69.8,2075,834,2,0,0
65.5,2075,834,1,0,0
83.3,2075,84,2,0,0
79.3,2075,84,1,0,0
94.3,2075,840,2,0,0
89.1,2075,840,1,0,0
96.2,2075,850,2,0,0
90.7,2075,850,1,0,0
66.9,2075,854,2,0,0
62.8,2075,854,1,0,0
93.9,2075,858,2,0,0
87.5,2075,858,1,0,0
85.6,2075,860,2,0,0
80.5,2075,860,1,0,0
91.4,2075,862,2,0,0
85.1,2075,862,1,0,0
82.6,2075,882,2,0,0
76.9,2075,882,1,0,0
71.3,2075,887,2,0,0
66.4,2075,887,1,0,0
63.7,2075,894,2,0,0
58.8,2075,894,1,0,0
72.7,2075,90,2,0,0
68.1,2075,90,1,0,0
94,2075,96,2,0,0
89.7,2075,96,1,0,0
91.7,2080,100,2,0,0
85.6,2080,100,1,0,0
79.8,2080,104,2,0,0
74.7,2080,104,1,0,0
63.3,2080,108,2,0,0
60.3,2080,108,1,0,0
91.2,2080,112,2,0,0
83.4,2080,112,1,0,0
82.4,2080,116,2,0,0
77.5,2080,116,1,0,0
89.7,2080,12,2,0,0
85.9,2080,12,1,0,0
64.3,2080,120,2,0,0
59.8,2080,120,1,0,0
98.4,2080,124,2,0,0
93.6,2080,124,1,0,0
91.3,2080,132,2,0,0
85.7,2080,132,1,0,0
63.2,2080,140,2,0,0
57.7,2080,140,1,0,0
92,2080,144,2,0,0
86.2,2080,144,1,0,0
62.5,2080,148,2,0,0
57.3,2080,148,1,0,0
97,2080,152,2,0,0
91.3,2080,152,1,0,0
90.1,2080,156,2,0,0
86.2,2080,156,1,0,0
90.8,2080,158,2,0,0
86.8,2080,158,1,0,0
92.1,2080,170,2,0,0
85.5,2080,170,1,0,0
67.3,2080,174,2,0,0
62.7,2080,174,1,0,0
89.5,2080,175,2,0,0
83,2080,175,1,0,0
68.5,2080,178,2,0,0
63.8,2080,178,1,0,0
62.5,2080,180,2,0,0
57.7,2080,180,1,0,0
95.5,2080,188,2,0,0
89.6,2080,188,1,0,0
94.6,2080,191,2,0,0
89.1,2080,191,1,0,0
95.5,2080,192,2,0,0
90.2,2080,192,1,0,0
96.6,2080,196,2,0,0
92.2,2080,196,1,0,0
95.3,2080,203,2,0,0
89.4,2080,203,1,0,0
68.4,2080,204,2,0,0
63.5,2080,204,1,0,0
95.7,2080,208,2,0,0
91.1,2080,208,1,0,0
90.6,2080,214,2,0,0
85.1,2080,214,1,0,0
93.1,2080,218,2,0,0
87.8,2080,218,1,0,0
91.5,2080,222,2,0,0
82.5,2080,222,1,0,0
64.6,2080,226,2,0,0
60.1,2080,226,1,0,0
70.2,2080,231,2,0,0
65.3,2080,231,1,0,0
71.2,2080,232,2,0,0
66.1,2080,232,1,0,0
93.5,2080,233,2,0,0
85.7,2080,233,1,0,0
65.1,2080,24,2,0,0
59.8,2080,24,1,0,0
87,2080,242,2,0,0
81.6,2080,242,1,0,0
97.9,2080,246,2,0,0
92.3,2080,246,1,0,0
99.6,2080,250,2,0,0
93.7,2080,250,1,0,0
88,2080,254,2,0,0
82,2080,254,1,0,0
91.6,2080,258,2,0,0
86.3,2080,258,1,0,0
68.5,2080,262,2,0,0
63.6,2080,262,1,0,0
71.3,2080,266,2,0,0
67,2080,266,1,0,0
91.5,2080,268,2,0,0
85.3,2080,268,1,0,0
68.6,2080,270,2,0,0
63.7,2080,270,1,0,0
82.4,2080,275,2,0,0
78.4,2080,275,1,0,0
97.6,2080,276,2,0,0
93,2080,276,1,0,0
86.5,2080,28,2,0,0
83.8,2080,28,1,0,0
71.6,2080,288,2,0,0
67.9,2080,288,1,0,0
71.2,2080,296,2,0,0
63,2080,296,1,0,0
97.8,2080,300,2,0,0
92.9,2080,300,1,0,0
90.9,2080,308,2,0,0
86.5,2080,308,1,0,0
87.4,2080,31,2,0,0
82.2,2080,31,1,0,0
98,2080,312,2,0,0
92.3,2080,312,1,0,0
93.4,2080,316,2,0,0
88.7,2080,316,1,0,0
94,2080,32,2,0,0
86.8,2080,32,1,0,0
80.7,2080,320,2,0,0
74.1,2080,320,1,0,0
66.9,2080,324,2,0,0
62.3,2080,324,1,0,0
84.9,2080,328,2,0,0
79.7,2080,328,1,0,0
69.8,2080,332,2,0,0
65.4,2080,332,1,0,0
82.4,2080,340,2,0,0
77,2080,340,1,0,0
99.8,2080,344,2,0,0
93.6,2080,344,1,0,0
92.5,2080,348,2,0,0
85.2,2080,348,1,0,0
98.3,2080,352,2,0,0
94.6,2080,352,1,0,0
83,2080,356,2,0,0
79,2080,356,1,0,0
98.9,2080,36,2,0,0
94.6,2080,36,1,0,0
85.2,2080,360,2,0,0
80.6,2080,360,1,0,0
93.4,2080,364,2,0,0
89.4,2080,364,1,0,0
81.2,2080,368,2,0,0
76,2080,368,1,0,0
96.8,2080,372,2,0,0
92,2080,372,1,0,0
97.6,2080,376,2,0,0
92.6,2080,376,1,0,0
99.3,2080,380,2,0,0
94,2080,380,1,0,0
66.1,2080,384,2,0,0
61.3,2080,384,1,0,0
91,2080,388,2,0,0
86.6,2080,388,1,0,0
100.9,2080,392,2,0,0
93.9,2080,392,1,0,0
87.9,2080,398,2,0,0
80.8,2080,398,1,0,0
64.4,2080,4,2,0,0
60.6,2080,4,1,0,0
98,2080,40,2,0,0
93.1,2080,40,1,0,0
82.5,2080,400,2,0,0
78.5,2080,400,1,0,0
68.6,2080,404,2,0,0
64,2080,404,1,0,0
88.6,2080,408,2,0,0
